id,text,word,pejorative
70031,@Profilo20221 Senti il rumore dei baci ..che cagna in calore che è sta schifosa,cagna,1
70032,@CeeAnna20 Vediamola in funzione cagna,cagna,1
70033,@gieipeg1 Non sei una vera cagna se non pompi in discoteca,cagna,1
70034,abbai pure cagna?,cagna,1
70035,"@dadegre Nel giro siamo passati dai miei nipoti e si è scofanato mezza ciotola dei crocchi della loro cagna…erano stati lasciati in giro e sai com’è, servivano per ristorarsi",cagna,0
70036,@Uberbored_80 auguri cagna maledetta! 😍😍😍,cagna,1
70037,@mraverage_it @colombomauro @AndrewPattone Io me lo ricordavo un po' meno cagna 🤔,cagna,1
70038,@masterpharaon90 @GianniTo1966 Cagna a me??? Razza di randagie senza pudore!,cagna,1
70039,#cagna #mistressmilano #dungeonmilano #sexsado #slave \n#schaivodimerda prelevato per adorare la #padrona e la sua amica #leatherdom https://t.co/iFiNA11W0K,cagna,1
70040,nn riesco a trovare il video di Chiara D'Alessandro in cui dice cagna uouououo ti fai le goccioline di pipì addosso cagna auuuuuuuuuu sicuramente sarà una live ma quale delle tante ke ha fatto,cagna,1
70041,#cagna pronta per essere …? \n#slave #schiavodimerda #sexsado #bdms #strapon #gayleather https://t.co/A2cuobyO1G,cagna,1
70042,@nessdimportante La mia cagna allego foto https://t.co/TrESO3vZnD,cagna,0
70043,@Barbara00507780 Ti ha fatto lui la foto? Sei una cagna,cagna,1
70044,Francesco Merola - Cosimo Livello Alto - Napule nun cagnà https://t.co/PNdXrnSAYN via @YouTube,cagna,0
70045,@ARCHI01001100 @Jessica07476852 E tutta una truffa falsi organizzato dalla cagna n calore che si fa pure inculare dai negri,cagna,1
70046,@RossiniBetty Facci vedere la tua faccia sborrata...cagna,cagna,1
70047,Sta cagna infame: prende ordini dagli stragisti (al secolo chi l ha messa dove sta dopo la #InculatadiFini e si inventa il pericolo #terrorismo le figlia di nessuno.\n#GiorgiaMeloni\n#GovernodelaPuttanella\n#56esimiBerlusOcculto\n#mafia #politica #massoneria\n\nhttps://t.co/6r68Cji5v6,cagna,1
70048,"""ma dai tutt* sono rimast* devastat* da ice merchants chissà com'è"" dissi io, prima di vedere ice merchants, inconsapevole del fatto che avrei sofferto come una cagna alla visione dello stesso",cagna,0
70049,"@alevilla1978 Che Shelton abbia una cagna (così come Rune) l’ho notato anch’io. Anche Jannik sembrava così nel 2019-20 rispetto a Zverev medverev Rublev… \nSimone caratterialmente è uno un po’ “clickbait”, poi si entusiasma facilmente e se lo perde anche velocemente.",cagna,0
70050,"@majewsky2000 valorizziamo le nuove frontiere del marketing Made in Naples... come disse qualcuno ""Napule è comm'e na vota, ma tutte ricene che addà cagnà""... c'è qualcuno che continua a non essere d'accordo, e fa di testa sua...",cagna,0
90001,@alwaysmyself87 Perché non ti fai uno spurgo al cervello? Non hai un cesso dove infilarti sotto lo sciacquone?,cesso,0
90002,@karsmj La cosa più surreale è che li shippano ancora bohhhh ma se quello è un cesso,cesso,1
90003,"Spero che presto Oriana inizi a vedere Daniele per quello che realmente è, un ratto cesso #orianistas sono stufa https://t.co/ux7GwleE43",cesso,1
90004,MAMMA MIA REGA ERO AL CESSO E VI STAVO LEGGENDO MI AVETE FATTO VENIRE UN COLPO #oriele,cesso,0
90005,daniele sei un cesso con queste battute stop riprenditi,cesso,1
90006,Deve essere sempre cesso daniele non c sta nient a fa,cesso,1
90007,"@gas_lerner Non sono una fallita e lavoro come tutti, Non me ne frega un cazzo dei soldi, vivo le mie giornate e la soddisfazione non arriva dal lavoro. E ho deliberatamente scelto di non usare i miei titoli di studio. Che posso anche buttarli giù per il cesso. Saluti ne",cesso,0
90008,pure il parrucchiere si è reso conto che è durato due ore il bacio vediamo se dopo fa il cesso oppure glielo dice https://t.co/dzHkVGSYFe,cesso,1
90009,ma che vuol dire che hanno litigato ma io non mi posso alzare manco 1 secondo per andare al@cesso #oriele,cesso,0
90010,Sono quell’amico che non ti manda le foto al cesso ma ti manda le foto del cesso dove ha appena cagato.,cesso,0
90011,nn posso nemmeno dire tanto era un cesso perche invece e un fico pazzesco. ma tu puoi ridurti cosi mio dio bestia k fastidio mi fa prudere le mani,cesso,1
90012,"@Chiaratw28 @visegrad24 @KamilBortniczuk Quindi i russi normali magari quelli che non possono scappare e che non hanno il cesso in casa devono subire le sanzioni, invece quelli ricchi e famosi possono andare alle olimpiadi?",cesso,0
90013,"@bts__haruman squallida sarai tu, l'unica volta che l'hanno chiamata pr giocare e lo hanno fatto apposta insistendo pure, ha fatto bene, almeno abbassa le ali quel  cesso!",cesso,1
90014,devo andare al cesso portandomi il telefono sia mai che christian fa il decimo tweet in 5 minuti o alex dica frasi che solo lui stesso sa decifrare,cesso,0
90015,Questo  fa il cesso e poi pretende pure che sia lei ad andare da lui. Boh #uominiedonne https://t.co/Y2cIgsydY4,cesso,1
90016,"@provax922 È doppiamente coglione perché lo sapeva che Carola se ne sarebbe andata. Se sperava in una dichiarazione d’amore, la provocazione doveva essere ben diversa. Che ratto cesso!",cesso,1
90017,che coraggio baciare quel cesso intasato di tacazzi #gfvip,cesso,1
90018,@gicarestik2 Che cesso di persona Orianana 🤢🤢🤢,cesso,1
90019,@Mov5Stelle Attenzione parle il campione del mondo delle cazzate. Zitti zitti ascoltiamolo. Io lo faccio sul cesso. Mi stimola,cesso,0
90020,rocco ti devi vergognare non si invalidano i sentimenti delle persone così SEI UN CESSO\n#cepostaperte,cesso,1
90021,dai che cesso che fa finta di non ricordare,cesso,1
90022,@Silvia00072 Una caduta devi fare in cesso pieno di merda,cesso,0
90023,@hortominnesota Joe hai mai provato a mettere la testa nel cesso,cesso,0
90024,@PeppinInter Un cesso vivente,cesso,1
90025,@karikatura2609_ Bè le telecamere ci sono si chiama grande fratello tavassone de merda ...chiudi il cesso che c'è una gran puzza de merda💩💩💩💩🚽🚽🚽🚽,cesso,0
90026,@yooncyTV Esci dal cesso che devo cagare😒,cesso,0
90027,@NicolaPorro Le fanno presentare Sanremo pur essendo un cesso e si lamenta del razzismo. Allucinante.,cesso,1
90028,"@agambella Soldi buttati nel cesso, bastava un ago",cesso,0
90029,@sh3stroia però almeno il cesso chiudilo,cesso,0
90030,@mariamacina Oppure spara citazioni in giudizio ad capocchiam al modico prezzo di 72mila euro\n🧻🧻Carta da cesso un po' cara...\n🧻 🧻 altro che rotoloni che non finiscono mai...,cesso,0
90031,"@SalvOasi Un letto merdoso, un anno buttato nel cesso, non trovare lavoro se non sei militesente, la ragazza che ti lascia, far finta di rispettare degli imbecilli perché hanno un disegno diverso sulla spalla o più stelle sotto al basco.\nRicorda quando avevamo 20 anni, unico lato positivo.",cesso,0
90032,@luana14275 @MangelaVilo Che cesso,cesso,1
90033,@fradicidigioia e tu una subumana che difende un cesso subumano,cesso,1
90034,"cazzo si apre la busta era pure brutto il tipo,se fosse stato un bonazzo già un pensiero ci stava ma era pure cesso",cesso,1
90035,Antonino (giustamente) SCHIFATO! Che cesso demmerda Edobau 🤮 #gfvip #teamspina https://t.co/Lywl3K9KvH,cesso,1
90036,@HSkelsen E poi li butti nel cesso.,cesso,0
90037,@gicarestik2 Beh detta da lui che è un cesso 😂😂😂😂😂😂😂😂😂😂😂😂😂😂,cesso,1
90038,"Con il pianto abbiamo messo l'ultima spunta ai cliché dell'uomo cesso, ratto che tradisce tutte le donne della sua vita. #cepostaperte",cesso,1
90039,"@RiccardoLuppino e tu moglie sta sotto terra, cesso blatta",cesso,1
90040,"Eh niente, ti hanno battezzato con l’acqua del cesso",cesso,0
90041,Tafalso non perde occasione di denigrare Antonella. 38anni buttati nel cesso #Gfvip  #donnalisi,cesso,0
90042,maria anche se provasse qualcosa non merita quel cesso al suo fianco #cepostaperte,cesso,1
90043,@AuGabriella3 @Mov5Stelle @Massimi07355017 @MicheleGubitosa Non sapevo che il cesso avesse bisogno dello scalda letto! A meno che il tuo letto non sia un cesso! 😂😂,cesso,0
90044,@AnacletoMitrag2 A me mi si intasa pure il cesso in continuazione.,cesso,0
90045,Quando si dice che gli opposti si attraggono LEI ICONICA LUI UN RATTO\nLEI BONA LUI UN CESSO\nLEI SLAY LUI SCAPPATO DI CASA #cepostaperte,cesso,1
90046,@TolliVincenzo Sono andati nel cesso,cesso,0
90047,Ah mo il cesso ratto si ricorda di lei .... #MareFuori3,cesso,1
90048,@uunformat È Daniele che è cesso stasera 🤣 per quello lo vediamo diverso Luca ⚰️,cesso,1
90049,@janavel7 @vfeltri Piuttosto mi lavo i denti con lo scopino del cesso,cesso,0
90050,@platonizd Edobau è un cesso enorme🤮,cesso,1
17001,"@CucchiRiccardo Dottore, il problema è che LEI STESSA non si accetta! Infatti usa una PARRUCCA! ODIA addirittura i suoi capelli CRESPI! Ha persino finto di essere LESBICA! E' un PRODOTTO INVENTATO! E ne è consapevole! \nNOI NON SIAMO RAZZISTI, NON LO SIAMO MAI STATI! Sono loro che ci ODIANO!",lesbica,0
17002,@_GrayDorian E quando ti ritrovi la nebra o gialla od a pois o purtroppo bianca ma  almeno lesbica ed ignorante a decidere della tua salute è SCIENZAH ! Se non è autoparodia è un kojone!,lesbica,0
17003,e io questa volta le dirò sì sono lesbica dai però superiamola,lesbica,0
17004,buonanotte la vita come la conosciamo non sarà più la stessa quando domani mattina andrò a rewatchare everything everywhere all at once con mia madre che mi dirà l'ennesima frase sul fatto che non devo avere paura di dirle che sono lesbica lei mi vuole bene a prescindere,lesbica,0
17005,"@Dayne999 Intanto,visto che è dichiaratamente lesbica,dovrebbe spiegare come farebbe ad avere un bambino senza l'aiutino di un maschietto o del suo semino!Con solo metà dell'apparato riproduttivo a disposizione non ci fa granché.Certo lo può sempre ""comprare""e può anche scegliere il colore",lesbica,0
17006,@auromanca lesbica ti ci vedrei,lesbica,1
17007,"basta ragazze vi supplico divento lesbica vasta farmi vedere video di sto carmine, non mi sottoporrò mai ai napoletani https://t.co/uh28XzlksN",lesbica,0
17008,"@ColuiDi Lesbica non vuol dire sterile.\nMagari non le piacerà ma ti assicuro che se qualcuno glielo stronca nel baugigi (parliamo di Rai 1), resta incinta.",lesbica,0
17009,@PBerizzi @repubblica È lesbica... Ma che pennivendolo è?,lesbica,1
17010,"Per una persona come me (donna, lesbica e vegetariana, per dirne qualcuna) non è facile frequentare luoghi come la palestra. La frequento solo perché mi piace molto allenarmi e le attrezzature le trovo solo lì, ma ne ho già cambiata una e quella in cui vado adesso è davvero",lesbica,0
17011,Voglio diventare lesbica ed amare le donne,lesbica,0
17012,"Con un bacio così io diventerei lesbica... Cmq lui ci è rimasto, è rimasto spiazzato e solo dopo ha iniziato a dire no... X me si mangia le mani di cosa si è perso 🤣 \n#nikiters #gfvip",lesbica,0
17013,e ci sono ancora persone che non hanno capito che è lesbica e dicono se solo ciro fosse vivo magari ora starebbero insieme BO https://t.co/qNPOHYeF4Q,lesbica,0
17014,Tra l'altro è pure lesbica https://t.co/piggCHjlFo,lesbica,1
17015,"@repubblica Incredibile che neanche lei voglia un figlio nero. Che razzista. Ma poi è lesbica, come farebbe?",lesbica,0
17016,@Cristin70683700 ma non ha detto di essere lesbica?,lesbica,0
17017,amo anche se non sono lesbica ma bi ti capisco benissimo 🥹 https://t.co/H3tgI597fm,lesbica,0
17018,"@ColuiDi è lesbica, mica sterile",lesbica,0
17019,"@SkyTG24 Ma lei non era lesbica? Perché tira in ballo il razzismo quando non c'entra assolutamente niente?\n\nCon tutto il rispetto ma questa ragazza non sta bene con la testa, ha bisogno di aiuto.",lesbica,1
17020,Bf di @petic_grizzly guardando i fratelli haitani dice che Ran non sembra una ragazza ma Rindou sembra una ragazza lesbica,lesbica,1
17021,@lvnstov che schifo sei lesbica,lesbica,1
17022,e invece l'ha fatto . purtroppo kirk deve stare sempre in mezzo ai coglioni e comunque sam è lesbica https://t.co/gXkZCP0qow,lesbica,0
17023,@ColuiDi Non sa neanche lei cos'è se lesbica o bisex ..,lesbica,1
17024,"NON SONO LESBICA, IDIOTA.\nE NON RIVERSARE SU ME,\nPENSIERI TUOI.\nNON MIEI.\n👋🏻🚪🖕🏻‼️ https://t.co/hDebm6Ci4C",lesbica,0
17025,"Joe Biden mi ha inviato un messaggio pochi minuti fa quando sono andato in banca, una lesbica mi si è avvicinata nel parcheggio della banca BBVA e mi ha detto che non dovevo dimenticare di portare la biancheria intima durante il mio viaggio.",lesbica,1
17026,"Questa ha un serio problema esistenziale! Dopo aver mentito sul suo essere lesbica, è evidente che ODIA ESSERE NERA, usa anche una PARRUCCA! Quale schifo hai vissuto? Giochi nella NAZIONALE ITALIANA, sei invitata DAPPERTUTTO! Sei RAZZISTA verso la tua stessa razza,fatti curare! https://t.co/0egOMdza4A",lesbica,0
17027,@B4DVASS Non fare la lesbica,lesbica,1
17028,@neelvuoto perché sei lesbica?,lesbica,1
17029,"@_GrayDorian Il kojone gramellini dia il suo posto di ""giornalista"" ben pagato ad una nera possibilmente lesbica senza rompere i kojoni",lesbica,1
17030,Sono così lesbica per Valentina Romani,lesbica,0
17031,@adrianobusolin Ma se è lesbica cosa le interessa della gravidanza?,lesbica,0
17032,@repubblica Basta con questa disagiata che ha problemi persino con il colore della sua pelle. La sciamola libera di fare la maestrina del nulla altrove.poi di che figlio parla è pure lesbica.,lesbica,1
17033,"Carinə è carinə, e ho mezza dozzina di amiche che lə sposerebbero domani.\nPerò nessuna di queste è, ecco,\nlesbica. https://t.co/Hm70f4YFmX",lesbica,0
17034,"@EzioAud46286532 @ColuiDi No lei non era bisex, si dichiarava lesbica, poi ha trovato un soyboy ed è diventata fluida.\nOra aspettiamo che si giri le altre lettere di LGBTQXYZABC++.",lesbica,0
17035,"@Pasqual63670773 Ah non sapevo che fosse lesbica... adesso è ancora più chiaro il ""post su un possibile figlio di colore""🤨🤐",lesbica,0
17036,@ilgiornale Paolina....hai dichiarato di essere stata lesbica....ora che hai conosciuto il sesso maschile...prendi le pastiglie anti gravidanza... così eviti che il nascituro sia come la maglia della Juventus.,lesbica,0
17037,@middleagewome La bionda di satana comincia già facendo la lesbica amo vederlo,lesbica,0
17038,No vabbè ma ormai Maria ha deciso di fare la lesbica anche a c’è posta #cepostaperte,lesbica,0
17039,@LaStampa Ma se è lesbica.,lesbica,0
17040,"@NicolaPorro Voi avete rotto le palle: una Donna, Italiana, di Colore, Lesbica e Intelligente è insopportabile per i vostri mediocri stereotipi",lesbica,0
17041,@ColuiDi È lesbica solo quando deve fare proclami per il PD. Sta con un uomo.,lesbica,1
17042,"@geg93626969 @Scootigera È bisex, non lesbica.",lesbica,0
17043,Noooo è una lesbica verace 🥰🥰 https://t.co/arbA84Phqk,lesbica,0
17044,vivrò sapendo che nemmeno questa volta avrò la c1 di albedo che cerco da due anni perché sto risparmiando per una lesbica che forse uscirà tra due anni o addirittura non sarà playable ora sbocco,lesbica,1
17045,@asthepoetsay_ e io sono lesbica però,lesbica,0
17046,"@Maedhros67 Visto che è lesbica può adottarne uno bianco, possibilmente ucraino",lesbica,0
17047,@ColuiDi Lesbica non è sinonimo di sterile.\nPollo.,lesbica,0
17048,Quando lei parla spagnolo io divento sempre più lesbica ormai #oriele,lesbica,0
17049,@Jennymineira Vuoi essere mia moglie pussy love carola trans lesbica squirting bocca,lesbica,1
17050,@Pasqual63670773 Ah è pure lesbica?,lesbica,0
21001,Questi sono così simili porca vacca #oriele lang:it,vacca,0
21002,@paolo_caciolli Perchè hai mai visto una Vacca cacare?,vacca,0
21003,@MicheleAngeril Due stronzi cacati dalla stessa vacca 🤮🤮,vacca,1
21004,Ragazzi sondi essere logorroico ma la stagione purtroppo si doveva capire che potesse andare in vacca tra rinnovo del garante non mercato fatto né estivo ne invernale e in più un mediocre allenatore che ha perso umiltà e si crede Guardiola!,vacca,0
21005,@AlfredoPedulla Come buttare in vacca una carriera\n.,vacca,0
21006,"Peppe. Di Stefano ha appena mandato in vacca la notte a Limone ma vi vedo preoccupati, let Peppe cook",vacca,0
21007,@antizhanghiano_ Mi starà pure poco simpatico ma ci credo che poi gli tocca rispondere “certo” ad ogni domanda.\n‘Ca vacca che cacchio di domande sono…,vacca,0
21008,L'unica sera in cui le NFs non mandano tutto in vacca,vacca,0
21009,@TriviumPaolo @RamazzottiEros Porca vacca! @RamazzottiEros ma cosa cazzarola sto vedendo!!!!,vacca,0
21010,Ma come figlia di napoletani io vi devo fermare!! Bastaaaa!! \nSmettetela!! Fatemi fa' na grattatina porca vacca!! \nDiciamo solo:\nNon succede ma se succede 🤞🤞🍀🍀🍀🧿🧿🧿 https://t.co/YR8ubXlyEw,vacca,0
21011,Avete rotto il cazzo con sta vacca...come si dice al mio paese!! come siete pesanti x un bacio sulla guancia..non avete capito niente di Antonino!!! #gintonic,vacca,1
21012,"@CarloBotta_ questo è un grande mistero, come si può essere così cinici e assassini conclamati, da nn capire che ci stanno portando all'inferno, con tutte le scarpe, \nUrsula una vacca fatta donna",vacca,0
21013,Ubaldo Pantani identico a Flavio Insinna porca vacca\n#TaliEQuali,vacca,0
21014,"@sinisam1970 @ri_not_ri @Roko435 Tua madre resta una gran vacca, però. E tu uno col cazzo corto.",vacca,1
21015,@MFelysya @Retwitto_Findom @MistressPromo_ Sono onorata di essere la vacca di Miss Felysia,vacca,1
21016,"Guardate, ho timbrato la sua tetta come una vacca, ebbene si lei é una Mia Vacca, ve la presento ""Ramona la troiona!"" @bertelli_e @Retwitto_Findom @MistressPromo_  #humiliation  #sissyfantasy #femminlizzazione #fetish #bdsm https://t.co/CviRgfcGZk",vacca,1
21017,@baxter017c Si per pulire la stalla della vacca,vacca,0
21018,"Vorrei sedermi lì, essere figlio di Zeus, giudicare vivi e morti, non sacrificare il toro bianco a Poseidone, accettare che mia moglie in una vacca di legno si unisca al toro, far costruire un labirinto per il figlio mezzo toro di mia moglie, essere così. https://t.co/9HQRul3iW4",vacca,0
21019,"@ironicola Porca vacca, ho rischiato di ammazzarmi. 😂",vacca,0
21020,"L'anticoagulante di Pfizer diventa una nuova ""vacca da mungere"" in un contesto di aumento mondiale di problemi di coagulazione del sangue\n\n- Nel 2017 Pfizer ha acquistato Eliquis, un anticoagulante.\n\n- Gli LNP( nanoparticelle lipidiche) delle loro iniezioni causano",vacca,0
21021,"@LaVeritaWeb @amendolaraf Per non  parlare   dells  scorte ...alle ...escort  e  a  qualche sronzetto afetto da logorrea parlamentare o letteraria...a cani e porci ,tranne che a chi  ne ha bisogno . In strada,  per la vacca !",vacca,0
21022,@pansypfk vacca,vacca,1
21023,"@Controcorrentv la delegata del M5S dimentica furbescamente \nche il suo capo ha dilapidato 100 miliardi di fondi pubblici per un pugno di voti, illudendo le persone\nche avrebbero potuto mungere l'Italia come una vacca dalle tette\nsmisurate, tette senza fine !!",vacca,0
21024,"Cosa faceva mentre mi diceva “quella è proprio una sporca, avrà 37 malattie diverse, è brutta, vacca e pure stupida”? \nSe la scopava 😋",vacca,1
21025,@applefruit84 @Yle56659193 Olè🎉🎉🎉🎉servono clip per lunedì? Nino già accoppiato alla vacca? Già vedete tutti il circo che monterà a breve? Già leggete i commenti demmerda che compariranno qui a fiotti? Ok torno su Netflix,vacca,1
21026,"Davvero, porca vacca..... 🤣 https://t.co/0QRkuzaSGu",vacca,0
21027,@2ghostshearts Porca vacca anch'io voglio urlare. Ci metterò tutta la nottata a recuperare la festa😭,vacca,0
21028,@All_New39rosmad Io ormai sono parcheggiata da Larian ma per colpa della sindrome di Stoccolma mi dispiace vedere andare tutto in vacca,vacca,0
21029,Tutti quei bonus cultura andati in vacca per It starts with us,vacca,0
21030,@RobiniaSherie L'amore se fa' in due....tu fai la vacca io faccio il bue...,vacca,1
21031,@Cinguetterai Ma porca vacca dai anche no,vacca,0
21032,@Martii002 PORCA VACCA MARTINA L’INFARTO CHE MI HAI FATTO PRENDERE A METÀ DELLA FRASE https://t.co/OJC7Vj4UfL,vacca,0
21033,"@UtterMarcus @marmaz se tu sei quello che ha capito, capisco perché l'Italia va in vacca",vacca,0
21034,@imalessiawyse Ma porca vacca!!,vacca,0
21035,"@SicilianoSum ...appena vede una capra o una vacca, non resiste.",vacca,1
21036,@imacurvygirl60 Porca vacca ho proprio ragione ha dire che sei una bambola hai un corpo da favola,vacca,0
21037,Porca di quella troia vacca impestata. \nAbbiamo perso contro l’Empoli. Questo Empoli. \nI miei figli di una lurida.,vacca,0
21038,@ToroGoal A Verona c'era quella grandissima vacca non fatemi parlare,vacca,1
21039,@verstappenno @granatiere1906 @Antone2lo_ @Gabgar71 @ZZiliani Perché parli a quella vacca di tua madre?,vacca,1
21040,@ZelenskyyUa @vonderleyen Biden e questa vacca del cazzo...\nLi vedi?\nSaranno loro a farti fuori!,vacca,1
21041,@SabriPalermoM @CentoxCentoProd @alexmagnicxc @sabrina_monella vacca...,vacca,1
21042,@nondiregattose Perché prima fa la vacca in calore poi quando da fuori glielo fanno notare fa la vittima!,vacca,1
21043,"Mai fidarsi delle apparenze. All’uomo che le urlava:“vacca, vacca!” - venendole incontro col motorino - Lei rispose piccata: “tua madre e tua sorella!”.\nPoco prima che il bovino le sfondasse il parabrezza con le corna…",vacca,1
21044,"Buon appetito ad i ""compagni di merende"" PiDioti asservitori e zerbini dell'Europa, Comunità Europea, che ""quel che dice l'europa è il ns bene""!!!!😎😁...bene cominciate voi peori!!!😁...condite il tutto con lo sterco essiccato di vacca!!!...sarà molto proteico!!!!😁 https://t.co/5QbdZPB6xn",vacca,0
21045,@salvatoreniggez Ma basta vacca miseria,vacca,0
21046,"6 vacca,,\n#4FRebeliónContraElImperio",vacca,1
21047,Questa non è idiota come sembra ha capito che vacca mungere. Sta preparando il terreno per Sanremo. Doveva far parlare di se e oggi lo si fa solo provocando. Che periodo miserabile. https://t.co/tDQHos6CfQ,vacca,0
21048,@Valeria80932179 @notfunnycri Cioè lui minaccia la famiglia e poi si fanno le foto insieme tutti sorridenti? E proprio prima di entrare lei gli dice ti amo? Ragazzi ma vi rendete conto di quello che dite o cosa? Delle parole che usate bah stalker violento che minaccia ma porca vacca lavatevi la bocca,vacca,0
21049,@ravel80262268 La vacca cotonata è insopportabile.,vacca,1
21050,"@203ceb71dfa14eb @mariolavia Non è che buttandola in vacca, come siete soliti fare, lo schifo che dimostrate diventi meno puzzolente",vacca,0
